Category,Outbreak,Location,Lat,Long,Date,Cases,Fatalities,Impact Scale,Source Citation,Source
Measles,Measles,"Keyna (Turkana, ex South Sudan)",3.62682,36.00232,1/2014,21,,Isl,"Osnide Obare. ""Measles cases detected on sudanese refugees in Turkana."" January 18, 2014.",http://www.standardmedia.co.ke/thecounties/article/2000102611/21-measles-cases-detected-on-sudanese-refugees-in-turkana
Measles,Measles,Liberia,6.428055,-9.429499,1/2010-4/2010,1341,34,Epd,"UNICEF, ""Measles outbreaks threaten progress in child mortality in west and central Africa,"" April 22, 2010.",http://www.unicef.org/media/media_53399.html
Measles,Measles,Losotho,-29.60999,28.23361,1/2010-12/2010,2857,,Epd,"William j. Moss, Diane E. Griffin. ""Measles."" The Lancet.
January 14, 2012",http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(10)62352-5/fulltext
Mumps,Mumps                                     ,Macedonia                                        ,41.608635,21.745275,1/2008-6/2009,16352,,Epd,"Kuzmanovska, G. ""Mumps outbreak in the former Yugoslav Republic of Macedonia, January 2008-June 2009: epidemiology and control measures.."" PubMed 15, no. 23 (2010).",http://www.ncbi.nlm.nih.gov/pubmed/20546692
Measles,Measles,"Macedonia (Skopje, Kumanovo, & Strumica)",42.003812,21.452246,3/2011-4/2011,678,,Epd,"The Associated Press. ""Macedonia authorities declare measles epidemic."" The Canadian Press, April 12, 2011.",http://news.ca.msn.com/world/cp-article.aspx?cp-documentid=28345933
Measles,Measles,Malawi,-13.254308,34.301525,6/2010,17496,82,epd,"Lilongwe. ""Measles outbreak kills 82, infects thousands in Malawi."" Reuters, June 25, 2010.",http://www.reuters.com/article/idUSTRE65O52F20100625
Measles,Measles,Malawi,-13.254308,36.301525,1/2010-8/2010,77000,197,Epd,"Lilongwe. ""Measles kills 197 people in Malawi since January."" Reuters, August 15, 2010.",http://www.reuters.com/article/idUSTRE67E0ZK20100815
Measles,Measles,Malawi,-13.28113,34.31228,1/2009-12/2009,533,,Clst,"William j. Moss, Diane E. Griffin. ""Measles."" The Lancet.
January 14, 2012",http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(10)62352-5/fulltext
Measles,Measles,Malawi,-13.22942,34.32369,1/2008-12/2008,19,,Clst,"William j. Moss, Diane E. Griffin. ""Measles."" The Lancet. January 14, 2012.",http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(10)62352-5/fulltext
Measles,Measles,Malaysia,4.21048,101.97577,01/2008-12/2008,332,,Clst,"UNICEF. ""Eighty-six percent decline in measles cases brings Western Pacific Region closer than ever to measles elimination."" September 12, 2012.",http://www.unicef.org/media/media_65821.html
Measles,Measles,Malaysia,4.21048,101.97577,01/2009-12/2009,56,,Clst,"UNICEF. ""Eighty-six percent decline in measles cases brings Western Pacific Region closer than ever to measles elimination."" September 12, 2012.",http://www.unicef.org/media/media_65821.html
Measles,Measles,Malaysia,4.21048,101.97577,01/2010-12/2010,74,,Clst,"UNICEF. ""Eighty-six percent decline in measles cases brings Western Pacific Region closer than ever to measles elimination."" September 12, 2012.",http://www.unicef.org/media/media_65821.html
Measles,Measles,Malaysia,4.21048,101.97577,01/2011-12/2011,1569,,Epd,"UNICEF. ""Eighty-six percent decline in measles cases brings Western Pacific Region closer than ever to measles elimination."" September 12, 2012.",http://www.unicef.org/media/media_65821.html
Measles,Measles,Malaysia,4.21048,101.97577,01/2012-06/2012,1223,,Epd,"UNICEF. ""Eighty-six percent decline in measles cases brings Western Pacific Region closer than ever to measles elimination."" September 12, 2012.",http://www.unicef.org/media/media_65821.html
Polio,Polio,Mali,19.14517,-1.05469,1/2011-12/2011,7,,Clst,"Global Polio Eradication Initative. ""Case breakdown by country."" August, 2012.",http://polioeradication.org/Dataandmonitoring/Poliothisweek.aspx
Measles,Measles,Mali,17.570692,-3.996166,1/2010-12/2010,1990,,Epd,"William j. Moss, Diane E. Griffin. ""Measles."" The Lancet.
January 14, 2012",http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(10)62352-5/fulltext
Measles,Measles,Mali,17.58193,-3.92495,1/2009-12/2009,3086,,Epd,"William j. Moss, Diane E. Griffin. ""Measles."" The Lancet.
January 14, 2012",http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(10)62352-5/fulltext
Measles,Measles,Mauritania,21.00789,-10.94084,1/2010-4/2010,863,9,Epd,"UNICEF, ""Measles outbreaks threaten progress in child mortality in west and central Africa,"" April 22, 2010.",http://www.unicef.org/media/media_53399.html
Measles,Measles,Mexico,23.634501,-3.92495,7/2011,1,,Isl,"Travel Blackboard, ""World Travel Health Alerts – July 27, 2011,"" July 28, 2011.",http://www.etravelblackboard.com/article/121461/world-travel-health-alerts-july-27-2011
Measles,Measles,Mexico (Guanajuato),21.018111,-101.25832,8/2011,1,,Isl,"El Universal Pulso. ""Measles case in Celaya city in Mexican State of Guanajuato raises concern."" Tropical Medical Bureau, August 6, 2011.",http://www.tmb.ie/exodus/news.asp?title=Measles-case-in-Celaya-city-in-Mexican-State-of-Guanajuato-raises-concern&id=183199
Measles,Measles,Mexico (Tamaulipas),24.26694,-98.836275,7/2011,2,,Clst,"Latin American Herald Tribune, ""Possible Measles Cases Detected in Mexican Border City,"" July 1, 2011.",http://www.laht.com/article.asp?ArticleId=409700&CategoryId=14091
Measles,Measles,Mozambique,-18.6657,35.52956,1/2010-12/2010,2318,,Epd,"William j. Moss, Diane E. Griffin. ""Measles."" The Lancet.
January 14, 2012",http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(10)62352-5/fulltext
Polio,Polio,Myanmar,21.913965,95.956223,2/2011,1,,Isl,"Reuter (Africa). ""Polio afflicts child in Myanmar, vaccinations planned."" February 23. 2011.",http://af.reuters.com/article/nigeriaNews/idAFLDE71M0MI20110223
Measles,Measles,Myanmar,23.16056,97.91016,11/2012,40,,Epd,"Mizzima News. November 29, 2012.",http://www.mizzimaburmese.com/news/inside-burma/10496-2012-11-29-12-00-29.html
Measles,Measles,Namibia (Oshakati),-17.7836,15.6994,1/2013,30,,Clst,"Shivute, Oswald, ""Measles outbreak spreads,"" The Namibian, January 30, 2013.",http://www.namibian.com.na/news/full-story/archive/2013/january/article/measles-outbreak-spreads/
Measles,Measles,Namibia (Ohangwena),-17.59793,16.81784,8/2012-9/2012,10,,Clst,"The Namibian. ""Measles outbreak in Ohangwena,"" September 27, 2012.",http://www.namibian.com.na/news/full-story/archive/2012/september/article/measles-outbreak-in-ohangwena/
Measles,Measles,Namibia,-22.97238,18.55453,1/2010-12/2010,2242,,Epd,"William j. Moss, Diane E. Griffin. ""Measles."" The Lancet.
January 14, 2012",http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(10)62352-5/fulltext
Measles,Measles,Namibia,-22.95764,18.49041,1/2009-12/2009,2222,,Epd,"William j. Moss, Diane E. Griffin. ""Measles."" The Lancet.
January 14, 2012",http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(10)62352-5/fulltext
Measles,Measles,Nepal (Mahottari),26.876192,85.80766,7/2011,400,,Epd,"Republica Social Affairs , "" Measles outbreak affects Mahottari ,"" June 28, 2011.",http://www.myrepublica.com/portal/index.php?action=news_details&news_id=32879
Measles,Measles,Netherlands,51.49403,3.84968,5/2013-10/2013,2016,1,Epd,"Dutch News, ""Measles Kills Teenage Girl in Zeeland."" October 28, 2013.",http://www.dutchnews.nl/news/archives/2013/10/measles_kills_teenage_girl_in.php
Measles,Measles,Netherlands,52.13263,5.29127,12/2011,2,,Clst,"Scholing, M. ""Two cases of mild IgM-negative measles in previously vaccinated adults, the Netherlands, April and July 2011."" Eurosurveillance 16, no. 48 (2011).",http://www.eurosurveillance.org/ViewArticle.aspx?ArticleId=20028
Mumps,Mumps,Netherlands,52.132633,5.291266,12/2009,172,,Epd,"Whelan, Jane . ""Ongoing mumps outbreak in a student population with high vaccination coverage, Netherlands, 2010."" Eurosurveillance 15, no. 17 (2010).",http://www.eurosurveillance.org/ViewArticle.aspx?ArticleId=19554
Measles,Measles                                       ,Netherlands (Utrecht)          ,52.090142,4.065843,10/2008,34,,Clst,"Velzen, Evan . ""Measles outbreak in an anthroposophic community in The Hague, The Netherlands, June-July 2008."" Eurosurveillance 13, no. 31 (2008).",http://www.eurosurveillance.org/ViewArticle.aspx?ArticleId=18945
Whooping Cough,Whooping Cough,New Zealand,-44.55916,170.2002,5/2012-6/2012,328,,Epd,"Pertussis (Whooping Cough) Update, Scoop Independent News, July 5, 2012.",http://www.scoop.co.nz/stories/GE1207/S00019/pertussis-whooping-cough-update.htm
Measles,Measles,New Zealand,-43.42101,174.46338,09/2011,45,,Epd,"Yalden, Phillipa. ""Measles outbreak spreads."" Sun Live, September 24, 2011.",http://www.sunlive.co.nz/news/16683-measles-outbreak-spreads.html
Measles,Measles,New Zealand (Auckland),-36.87797,174.57962,10/2011,75,,Epd,"Waikato Times. ""Measles not under control in Auckland as cases continue."" Tropical Medical Bureau, November 3, 2011.",http://www.tmb.ie/exodus/news.asp?title=Measles-not-under-control-in-Auckland-as-cases-continue&id=184381
Measles,Measles,New Zealand (Auckland),-36.90021,174.74828,10/2011,24,,Clst,No sign' of Auckland measles outbreak abating. Radio New Zealand News . Radio New Zealand . 4 Oct. 2011. Web. Transcript.,http://www.radionz.co.nz/news/regional/87329/'no-sign'-of-auckland-measles-outbreak-abating
Measles,Measles,New Zealand (Auckland),-36.86245,174.7439,10/2011,34,,Clst,Measles Infections Slowing in Auckland. Radio New Zealand. 26 October 2011. Web. Transcript.,http://www.radionz.co.nz/news/regional/89242/measles-infections-slowing-in-auckland
Measles,Measles,New Zealand (Auckland),-36.84846,174.76333,08/2011,2,,Clst,"Voxy, ""Auckland measles outbreak now into fourth month ,"" September 6, 2011.",http://www.voxy.co.nz/health/auckland-measles-outbreak-now-fourth-month/5/100571
Measles,Measles,New Zealand (Auckland),-38.84846,175.00654,09/2011,1,,Isl,"New Zealand City , ""Rugby World Cup 2011 travel may have played a role in the spread of Auckland's measles outbreak to Canterbury,"" September 20, 2011.","http://home.nzcity.co.nz/news/article.aspx?id=136738&cat=1005&fm=newsmain,narts"
Measles,Measles,New Zealand (Auckland),-36.84846,174.0132,1/2011,3,,Clst,"Stuff.co.nz, ""Measles exposure on Auckland flight ,"" January 22, 2011.",http://www.stuff.co.nz/national/health/4570818/Measles-outbreak-on-Auckland-flight
Measles,Measles,New Zealand (Auckland),-36.11846,174.999,2/2011,12,,2nd,"Radio New Zealand News, ""A spate of measles in Auckland is growing. The Regional Public Health Service has now been notified of 12 people who have or possibly have the disease.,"" February 7, 2011.",http://www.radionz.co.nz/news/national/67964/more-measles-cases-confirmed-in-auckland
Measles,Measles,New Zealand (Auckland),-36.00846,175.01532,3/2010,30,,Clst,"Auckland Now, ""Hokianga measles outbreak sparks vaccination reminder ,"" April 6, 2010.",http://www.stuff.co.nz/auckland/northland/local-news/whangarei-leader/3541478/Hokianga-measles-outbreak-sparks-vaccination-reminder
Measles,Measles,New Zealand (Auckland),-38.1589,176,7/2011,48,,Epd,"Auckland Regional Public Health Service. ""Measles Outbreak Cases Continue to Rise in Auckland."" New Zealand Doctor Online , July 4, 2011.",http://www.nzdoctor.co.nz/un-doctored/2011/july-2011/04/measles-outbreak-cases-continue-to-rise-in-auckland-.aspx
Measles,Measles,New Zealand (Auckland),-39.9999,177,1/2011,64,,Epd,"Bourke, Pip. ""Measles scare sees 149 children quarantined."" Auckland Now, July 14, 2011.",http://www.stuff.co.nz/auckland/local-news/5284358/Measles-scare-sees-149-children-quarantined
Measles,Measles,New Zealand (Auckland),-40.6655,175.555,8/2011,104,,Epd,"Morning Report. ""Lack of immunisations blamed for measles outbreak."" Radio New Zealand News, August 2, 2011.",http://www.radionz.co.nz/national/programmes/morningreport/audio/2494785/lack-of-immunisations-blamed-for-measles-outbreak
Measles,Measles,New Zealand (North Island),-36.88801,174.72909,12/2013-2/2014,28,,Clst,"One News. ""Measles outbreak promts immunisation calls."" February 4, 2014.",http://tvnz.co.nz/national-news/measles-outbreak-prompts-immunisation-calls-5823450
Rubella,Rubella,New Zealand (Auckland),-39.84846,174.652,8/2011,2,,Clst,"NZ Herald. ""Medics puzzled by rare case of German measles."" August 19, 2011.",http://www.nzherald.co.nz/health/news/article.cfm?c_id=204&objectid=10745914
Whooping Cough,Whooping Cough,New Zealand (Auckland),-36.84846,174.76333,5/2012,274,,Epd,"Maas, Amy. ""Whooping cough outbreak spreads."" Aukland Now, May 31, 2012.",http://www.stuff.co.nz/auckland/local-news/7023175/Whooping-cough-outbreak-spreads
Measles,Measles,New Zealand (Bay of Plenty),-38.09334,176.41873,10/2011,10,,Clst,"ONE News. ""Measles spreading in Bay of Plenty."" TVNZ, November 11, 2011.",http://tvnz.co.nz/national-news/measles-spreading-in-bay-plenty-4523536?ref=rss
Whooping Cough,Whooping Cough,New Zealand (Canterbury),-43.754227,171.163725,4/2010,15,,2nd,"Sligo, Ljana. ""Outbreak of whooping cough hits Kaikoura."" The Marlborough Express, June 23, 2010.",http://www.stuff.co.nz/marlborough-express/news/3844090/Outbreak-of-whooping-cough-hits-Kaikoura
Measles,Measles,New Zealand (Hawke's Bay),-39.771162,177.04313,4/2011,12,,2nd,"Williams , Jolene . ""Hawke's Bay measles outbreak: 12 cases confirmed."" Hawke's Bay Today, April 15, 2011.",http://www.hawkesbaytoday.co.nz/local/news/hawkes-bay-measles-outbreak-12-cases-confirmed/3948440/
Whooping Cough,Whooping Cough,New Zealand (Nelson),-41.27063,173.28397,09/2011-10/2011,67,,Epd,"Stuff. ""Epidemic fears over whooping cough outbreak."" October 26, 2011.",http://www.stuff.co.nz/national/health/5847536/Epidemic-fears-over-whooping-cough-outbreak
Rubella,Rubella,New Zealand (Northland),-35.579546,173.762405,8/2011,1,,Isl,"NZ Herald. ""Medics puzzled by rare case of German measles."" August 19, 2011.",http://www.nzherald.co.nz/health/news/article.cfm?c_id=204&objectid=10745914
Measles,Measles,New Zealand (Otago),-44.828,169.63453,10/2011,2,,2nd,"Stuff.co.nz, ""Fears of measles outbreak in Otago ,"" November 1, 2011.",http://www.stuff.co.nz/national/health/5886184/Fears-of-measles-outbreak-in-Otago
Measles,Measles,New Zealand (Palmerston),-45.48489,170.71489,11/2011,1,,Isl,"Rankin, Janine. ""Hospital confirms measles case."" Stuff, November 17, 2011.",http://www.stuff.co.nz/manawatu-standard/5987794/Hospital-confirms-measles-case
Measles,Measles,New Zealand (Porirua),-41.1339,174.8406,2/2012,3,,Clst,"The Dominion Post. ""Porirua measles cases prompt alert"". February 2, 2012.",<http://www.stuff.co.nz/dominion-post/news/6354597/Porirua-measles-cases-prompt-alert>
Measles,Measles,New Zealand (Southland),-45.84892,167.67554,10/2011,1,,Isl,"Hyndman, Gwyneth . ""Southland measles scare ."" The Southland Times, November 2, 2011.",http://www.stuff.co.nz/southland-times/news/5891739/Southland-measles-scare
Measles,Measles,New Zealand (Southland),-45.802,168.2309,10/2011,3,,Clst,"Radio News New Zealand, ""Three new cases of measles have been notified to health authorities in Southland, following the visit to Dunedin last month of a Wellington student who was subsequently found to be infectious.,"" December 2, 2011.",http://www.radionz.co.nz/news/regional/90519/more-measles-cases-in-southland
Measles,Measles,New Zealand (Wellington),-41.28006,174.76913,10/2011,3,,Clst,"Newton, Kate . ""Hutt pupils warned over measles."" The Dominion Post, November 11, 2011.",http://www.stuff.co.nz/dominion-post/news/5948712/New-measles-cases-in-Hutt-college
Measles,Measles,New Zealand (Wellington),-41.28643,174.77624,10/2011,4,,Clst,"Newton , Kate . ""Two more measles cases in capital ."" The Dominion Post, October 19, 2011.",http://www.stuff.co.nz/dominion-post/news/5812981/2-more-measles-cases-in-capital
Whooping Cough,Whooping Cough                           ,Nicaragua (Jinotega)                   ,14.050776,-85.106437,4/2009,70,4,Epd,"Pérez Solís, Roberto. ""Minsa investiga supuesto brote de tosferina en zonas de Jinotega."" La Prensa.",http://archivo.laprensa.com.ni/archivo/2009/abril/04/noticias/nacionales/320734.shtml
Measles,Measles,Niger,17.607789,8.081666,1/2010-4/2010,352,1,Epd,"UNICEF, ""Measles outbreaks threaten progress in child mortality in west and central Africa,"" April 22, 2010.",http://www.unicef.org/media/media_53399.html
Polio,Polio,Niger,18.22935,10.45898,1/2011-12/2011,5,,Clst,"Global Polio Eradication Initative. ""Case breakdown by country."" August, 2012.",http://polioeradication.org/Dataandmonitoring/Poliothisweek.aspx
Polio,Polio,Niger,18.81272,11.51367,1/2012-12/2012,1,,Isl,"Global Polio Eradication Initative. ""Case breakdown by country."" January 9, 2013.",http://www.polioeradication.org/Dataandmonitoring/Poliothisweek.aspx
Polio,Polio,Niger (Tahoua),14.9,5.26667,1/2013,1,,Isl,"World Health Organization. ""Global Alert and Response (GAR): Polio in Niger."" February 12, 2013.",http://www.who.int/csr/don/2013_02_12/en/index.html
